Job Title,Job URL,Company Name,Compnay URL,Exp,Salary,Location,Skills,Posted
Microsoft Modern Data Platform Application Developer,https://www.naukri.com/job-listings-microsoft-modern-data-platform-application-developer-accenture-solutions-pvt-ltd-mumbai-6-to-8-years-080621908168?src=jobsearchDesk&sid=16233957827611842_30&xp=18&px=31,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,6-8 Yrs,Not disclosed,Mumbai,IT Skills|Quality Assurance|Data Science|Business process|Process analysis|Manager Quality Assurance|Analytical|Consulting,2 Days Ago
Natural Language Processing (NLP) Application Developer,https://www.naukri.com/job-listings-natural-language-processing-nlp-application-developer-accenture-solutions-pvt-ltd-mumbai-6-to-8-years-080621908020?src=jobsearchDesk&sid=16233957827611842_30&xp=19&px=31,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,6-8 Yrs,Not disclosed,Mumbai,Java|written|verbal|No SQL|comm|APIs|Natural Language Processing|Oracle,2 Days Ago
Job Opp || Atyeti IT Services_Snowflake dev/architect_Pune/Hyderabad_,https://www.naukri.com/job-listings-opp-atyeti-it-services-snowflake-dev-architect-pune-hyderabad-atyeti-it-services-private-limited-hyderabad-secunderabad-pune-10-to-15-years-080621004695?src=jobsearchDesk&sid=16233957827611842_30&xp=20&px=31,Atyeti IT Services Private Limited,https://www.naukri.com/atyeti-it-services-jobs-careers-303919,10-15 Yrs,Not disclosed,"Hyderabad, Pune",Data Science|Snowpro certified|Snowflake|Oracle|Data modelling,2 Days Ago
Senior Data Scientist - Python,https://www.naukri.com/job-listings-senior-data-scientist-python-core-compete-pvt-ltd-hyderabad-secunderabad-pune-5-to-6-years-010621004497?src=jobsearchDesk&sid=16233957827611842_31&xp=1&px=32,Core Compete Pvt. Ltd.,https://www.naukri.com/core-compete-jobs-careers-1423424,5-6 Yrs,Not disclosed,"Hyderabad, Pune",Data Science|Machine Learning|Python|Predictive Modeling|Statistical Modeling|Forecasting|Deep Learning|SQL,3 Days Ago
India Market Unit - Data Science Consultant - 09,https://www.naukri.com/job-listings-india-market-unit-data-science-consultant-09-accenture-solutions-pvt-ltd-delhi-ncr-3-to-6-years-260421905269?src=jobsearchDesk&sid=16233957827611842_31&xp=2&px=32,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,3-6 Yrs,Not disclosed,Delhi / NCR,Python|IT Skills|data science|Networking|Consulting|Manager Technology|Business modeling|professional services,30+ Days Ago
Associate Director - Data Science,https://www.naukri.com/job-listings-associate-director-data-science-parexel-international-india-pvt-ltd-hyderabad-secunderabad-5-to-10-years-200421003534?src=jobsearchDesk&sid=16233957827611842_31&xp=3&px=32,Parexel International India Pvt. Ltd.,https://www.naukri.com/parexel-international-india-jobs-careers-325699,5-10 Yrs,Not disclosed,Hyderabad,Data Science,30+ Days Ago
Nagarro Hiring For Data Science Professionals,https://www.naukri.com/job-listings-nagarro-hiring-for-data-science-professionals-nagarro-software-pvt-ltd-india-10-to-14-years-070521003828?src=jobsearchDesk&sid=16233957827611842_31&xp=4&px=32,Nagarro Software Pvt. Ltd,https://www.naukri.com/nagarro-jobs-careers-6756,10-14 Yrs,Not disclosed,india,Recommendation Engine|Machine Learning|Python|Predictive Modeling|Data Science|personalization|matrix factorization|R,30+ Days Ago
Data Science Engagement Manager,https://www.naukri.com/job-listings-data-science-engagement-manager-wavicle-data-solutions-coimbatore-15-to-24-years-030521000369?src=jobsearchDesk&sid=16233957827611842_31&xp=5&px=32,Wavicle Data Solutions,https://www.naukri.com/wavicle-data-solutions-jobs-careers-3084754,15-24 Yrs,"80,00,000 - 1 Cr and above PA.",Coimbatore,communication|IT Skills|Data Science|Project Management|BPO|project management|Executive Leadership|Data Engineering,30+ Days Ago
Analytic Consultant 3,https://www.naukri.com/job-listings-analytic-consultant-3-wells-fargo-international-solutions-private-ltd-bangalore-bengaluru-5-to-7-years-100521902901?src=jobsearchDesk&sid=16233957827611842_31&xp=6&px=32,Wells Fargo International Solutions Private Ltd,https://www.naukri.com/wells-fargo-international-solutions-jobs-careers-135571,5-7 Yrs,Not disclosed,Bangalore,Data Science|Data Management|Data Analysis|Analytic Consultant|Process Excellence|Statistics|Data Governance|Analytics,30+ Days Ago
Manager -Data Scienceï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,https://www.naukri.com/job-listings-manager-data-science-immediate-joiners-coherence-soft-technologies-consulting-pvt-ltd-kolkata-pune-bangalore-bengaluru-8-to-12-years-190521001942?src=jobsearchDesk&sid=16233957827611842_31&xp=7&px=32,Coherence Soft Technologies Consulting Pvt Ltd,https://www.naukri.com/coherence-soft-technologies-consulting-jobs-careers-1529792,8-12 Yrs,Not disclosed,"Kolkata, Pune, Bangalore",Analytics|Sales|IT Skills|Data Science|Machine Learning|Predictive Modeling|r python|R/Python,23 Days Ago
DATA Science Managers ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,https://www.naukri.com/job-listings-data-science-managers-immediate-joiners-coherence-soft-technologies-consulting-pvt-ltd-pune-gurgaon-gurugram-bangalore-bengaluru-8-to-12-years-190521001898?src=jobsearchDesk&sid=16233957827611842_31&xp=8&px=32,Coherence Soft Technologies Consulting Pvt Ltd,https://www.naukri.com/coherence-soft-technologies-consulting-jobs-careers-1529792,8-12 Yrs,Not disclosed,"Pune, Gurgaon, Bangalore",Analytics|Sales|IT Skills|Data Science|Machine Learning|Predictive Modeling|r python|R/Python,23 Days Ago
Head of Data Science,https://www.naukri.com/job-listings-head-of-data-science-talpro-mumbai-bangalore-bengaluru-10-to-20-years-130521000335?src=jobsearchDesk&sid=16233957827611842_31&xp=9&px=32,TalPro,https://www.naukri.com/talpro-jobs-careers-1340552,10-20 Yrs,Not disclosed,"Mumbai, Bangalore",Data Science|Predictive Modeling|Upsell|NLP|Sales|Segmentation|Artificial Intelligence|Data Modeling,29 Days Ago
Data Science Product Manager,https://www.naukri.com/job-listings-data-science-product-manager-talent-connect-bangalore-bengaluru-ka-4-to-9-years-280720904586?src=jobsearchDesk&sid=16233957827611842_31&xp=10&px=32,Talent Connect,https://www.naukri.com/premium-jobs-careers-852658,4-9 Yrs,Not disclosed,"Bangalore, KA",Machine Learning|Deep Learning and Artificial Intelligence|Statistics,20 Days Ago
Head of Data Science - Machine Learning - R/Python/Tensorflow,https://www.naukri.com/job-listings-head-of-data-science-machine-learning-r-python-tensorflow-beiing-in-bangalore-bengaluru-8-to-13-years-270121903281?src=jobsearchDesk&sid=16233957827611842_31&xp=11&px=32,Beiing.in,https://www.naukri.com/premium-jobs-careers-852658,8-13 Yrs,Not disclosed,Bangalore,Data Science|Tensorflow|Regression Algorithms|R|NLP|Elasticsearch|Pandas|Data Modeling,17 Days Ago
Data Science Product Manager,https://www.naukri.com/job-listings-data-science-product-manager-catalyst-bangalore-bengaluru-4-to-9-years-260220902545?src=jobsearchDesk&sid=16233957827611842_31&xp=12&px=32,Catalyst,https://www.naukri.com/premium-jobs-careers-852658,4-9 Yrs,Not disclosed,Bangalore,Tensorflow|NoSQL|Resnet|Deep Learning|Kubernetes|agile|Machine Learning|Python,20 Days Ago
Data Science Product Manager Artificial Intelligence/ Machine Learning,https://www.naukri.com/job-listings-data-science-product-manager-artificial-intelligence-machine-learning-catalyst-bangalore-bengaluru-4-to-9-years-250320903035?src=jobsearchDesk&sid=16233957827611842_31&xp=13&px=32,Catalyst,https://www.naukri.com/premium-jobs-careers-852658,4-9 Yrs,Not disclosed,Bangalore,Docker|Deep Learning|SQL|Machine Learning|Resnet|VGG|Python|NoSQL,20 Days Ago
Data Science Product Manager,https://www.naukri.com/job-listings-data-science-product-manager-talent-connect-bangalore-bengaluru-4-to-9-years-181120902784?src=jobsearchDesk&sid=16233957827611842_31&xp=14&px=32,Talent Connect,https://www.naukri.com/premium-jobs-careers-852658,4-9 Yrs,Not disclosed,Bangalore,IT Skills|Python|Data Science|Machine Learning|Artificial Intelligence|Big Data|Machine Learning|Data Science Product Manager,20 Days Ago
Data Science Professional,https://www.naukri.com/job-listings-data-science-professional-bion-bangalore-bengaluru-3-to-5-years-160320901841?src=jobsearchDesk&sid=16233957827611842_31&xp=15&px=32,Bion,https://www.naukri.com/premium-jobs-careers-852658,3-5 Yrs,Not disclosed,Bangalore,Pig|Scala|Oracle|Python|data modeling|Spark|Java|statistical modeling,20 Days Ago
Data Science Product Manager- Artificial Intelligence/Machine Learning,https://www.naukri.com/job-listings-data-science-product-manager-artificial-intelligence-machine-learning-catalyst-bangalore-bengaluru-4-to-9-years-150121904945?src=jobsearchDesk&sid=16233957827611842_31&xp=16&px=32,Catalyst,https://www.naukri.com/premium-jobs-careers-852658,4-9 Yrs,Not disclosed,Bangalore,Keras|Deep Learning|Docker|agile|Machine Learning|VGG|NoSQL|Tensorflow,20 Days Ago
Data Science Product Manager - Artificial Intelligence,https://www.naukri.com/job-listings-data-science-product-manager-artificial-intelligence-catalyst-bangalore-bengaluru-4-to-9-years-141020903442?src=jobsearchDesk&sid=16233957827611842_31&xp=17&px=32,Catalyst,https://www.naukri.com/premium-jobs-jobs-careers-678662,4-9 Yrs,Not disclosed,Bangalore,IT Skills|Python|Data Science|Machine Learning|Artificial Intelligence|Big Data|Tensorflow|R,21 Days Ago
Data Science Product Manager,https://www.naukri.com/job-listings-data-science-product-manager-bion-bangalore-bengaluru-4-to-9-years-040320901933?src=jobsearchDesk&sid=16233957827611842_31&xp=18&px=32,Bion,https://www.naukri.com/premium-jobs-careers-852658,4-9 Yrs,Not disclosed,Bangalore,Docker|Deep Learning|SQL|Machine Learning|Resnet|VGG|Python|NoSQL,20 Days Ago
Opening For Senior Specialist ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,https://www.naukri.com/job-listings-opening-for-senior-specialist-data-science-mumbai-topgear-consultants-pvt-ltd-mumbai-all-areas-5-to-10-years-150521002268?src=jobsearchDesk&sid=16233957827611842_31&xp=19&px=32,TopGear Consultants Pvt Ltd.,https://www.naukri.com/topgear-consultants-jobs-careers-78217,5-10 Yrs,Not disclosed,Mumbai,Social Network Analysis|Predictive Modeling|Simulations|Regression|GLM|Boosting|Text Mining|Machine Learning,26 Days Ago
Machine Learning Engineer - Data Modeling/ Data Science,https://www.naukri.com/job-listings-machine-learning-engineer-data-modeling-data-science-confidential-pune-4-to-6-years-140820903045?src=jobsearchDesk&sid=16233957827611842_31&xp=20&px=32,Confidential,https://www.naukri.com/premium-jobs-careers-852658,4-6 Yrs,Not disclosed,Pune,machine learning|data modeling|opencv|Keras|data structures|Java|PyTorch|R,21 Days Ago
Opening For Senior Specialist ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,https://www.naukri.com/job-listings-opening-for-senior-specialist-data-science-mumbai-topgear-consultants-pvt-ltd-mumbai-all-areas-5-to-10-years-150521002268?src=jobsearchDesk&sid=16233957827611842_32&xp=1&px=33,TopGear Consultants Pvt Ltd.,https://www.naukri.com/topgear-consultants-jobs-careers-78217,5-10 Yrs,Not disclosed,Mumbai,Social Network Analysis|Predictive Modeling|Simulations|Regression|GLM|Boosting|Text Mining|Machine Learning,26 Days Ago
Machine Learning Engineer - Data Modeling/ Data Science,https://www.naukri.com/job-listings-machine-learning-engineer-data-modeling-data-science-confidential-pune-4-to-6-years-140820903045?src=jobsearchDesk&sid=16233957827611842_32&xp=2&px=33,Confidential,https://www.naukri.com/premium-jobs-careers-852658,4-6 Yrs,Not disclosed,Pune,machine learning|data modeling|opencv|Keras|data structures|Java|PyTorch|R,21 Days Ago
Data Science-Lead - Need Immediate Joiners,https://www.naukri.com/job-listings-data-science-lead-need-immediate-joiners-hucon-solutions-chennai-10-to-15-years-250521907751?src=jobsearchDesk&sid=16233957827611842_32&xp=3&px=33,Hucon Solutions,https://www.naukri.com/premium-jobs-careers-852658,10-15 Yrs,Not disclosed,Chennai,R Analytics|Python|machine learning|Hadoop|statistical analysis|big data|IT Skills|Data Science,16 Days Ago
Data science Director - Hyderabad,https://www.naukri.com/job-listings-data-science-director-hyderabad-aelfric-solutions-private-limited-hyderabad-secunderabad-12-to-20-years-210521007818?src=jobsearchDesk&sid=16233957827611842_32&xp=4&px=33,AELFRIC SOLUTIONS PRIVATE LIMITED,https://www.naukri.com/aelfric-solutions-jobs-careers-4084544,12-20 Yrs,Not disclosed,Hyderabad,Data science|IT Skills|R|NLP|Artificial Intelligence|Machine Learning|Deep Learning|Python,
Lead ETL Developer,https://www.naukri.com/job-listings-lead-etl-developer-retail-solutions-inc-pune-5-to-6-years-310521005496?src=jobsearchDesk&sid=16233957827611842_32&xp=5&px=33,"Retail Solutions, Inc.",https://www.naukri.com/retail-solutions-jobs-careers-4206182,5-6 Yrs,Not disclosed,Pune,IT Skills|Python|Data Science|Machine Learning|Cloud|Big Data|Business Intelligence|Data Quality,10 Days Ago
Business Analytics / Data Analyst / Fresher Analyst - Job - MNC,https://www.naukri.com/job-listings-business-analytics-data-analyst-fresher-analyst-mnc-gaba-consultancy-services-noida-gurgaon-gurugram-delhi-ncr-0-to-5-years-080621000331?src=jobsearchDesk&sid=16233957827611842_32&xp=6&px=33,GABA Consultancy services,https://www.naukri.com/gaba-consultancy-services-jobs-careers-1379744,0-5 Yrs,"2,25,000 - 4,50,000 PA.","Noida, Gurgaon, Delhi / NCR",Sales Analysis|Logistic Regression|Business Analytics|Banking|Big Data|Reporting|Statistics|Data Science,
Machine Learning Developer - Data Scientist,https://www.naukri.com/job-listings-machine-learning-developer-data-scientist-kinaxis-india-private-limited-chennai-5-to-10-years-270521002038?src=jobsearchDesk&sid=16233957827611842_32&xp=7&px=33,Kinaxis India Private Limited,https://www.naukri.com/kinaxis-jobs-careers-5754646,5-10 Yrs,"25,00,000 - 35,00,000 PA.",Chennai(Perungudi),Data Science|Machine Learning|Python|IT Skills|Cloud|Big Data|Pyspark|Algorithms,15 Days Ago
Data Science Trainer,https://www.naukri.com/job-listings-data-science-trainer-naresh-i-technologies-hyderabad-secunderabad-5-to-10-years-190421004650?src=jobsearchDesk&sid=16233957827611842_32&xp=8&px=33,Naresh i Technologies,https://www.naukri.com/naresh-i-technologies-jobs-careers-589397,5-10 Yrs,"3,00,000 - 5,00,000 PA.",Hyderabad,Data Science|NLP|Natural Language Processing|Machine Learning|Deep Learning|Python,
Analytics - Data science,https://www.naukri.com/job-listings-analytics-data-science-varite-kolkata-mumbai-pune-gurgaon-bengaluru-bangalore-4-to-10-years-060421500911?src=jobsearchDesk&sid=16233957827611842_32&xp=9&px=33,Varite,https://www.naukri.com/vrite-jobs-careers-744874,4-10 Yrs,Not disclosed,"Kolkata, Mumbai, Pune, Gurgaon, Bengaluru",IT Skills|Python|Logistic regression|Data analysis|data science|Data management|Analytical|linear regression,
Data Science Senior Analyst,https://www.naukri.com/job-listings-data-science-senior-analyst-accenture-solutions-pvt-ltd-india-2-to-5-years-200521907658?src=jobsearchDesk&sid=16233957827611842_32&xp=10&px=33,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,2-5 Yrs,Not disclosed,India,Business process|Mining|Analytical skills|Interpersonal skills|Consulting|Machine learning|HR|Advanced Excel,21 Days Ago
Data Science Associate Manager,https://www.naukri.com/job-listings-data-science-associate-manager-accenture-solutions-pvt-ltd-india-2-to-5-years-170521905123?src=jobsearchDesk&sid=16233957827611842_32&xp=11&px=33,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,2-5 Yrs,Not disclosed,India,Business process|Analytical skills|Data analysis|Interpersonal skills|Project management|Consulting|Machine learning|HR,24 Days Ago
Analyst - Data Science,https://www.naukri.com/job-listings-analyst-data-science-nuware-systems-pvt-ltd-bengaluru-bangalore-3-to-6-years-301019501355?src=jobsearchDesk&sid=16233957827611842_32&xp=12&px=33,Nuware  Systems Pvt Ltd,https://www.naukri.com/nuware-systems-jobs-careers-1844148,3-6 Yrs,Not disclosed,Bengaluru,Data analysis|RDBMS|Bfsi|Application programming|Machine learning|Investment banking|Data mining|Macros,
Application Developer Sr. Data Science,https://www.naukri.com/job-listings-application-developer-sr-data-science-rgf-professional-recruitment-bengaluru-bangalore-6-to-8-years-220321500830?src=jobsearchDesk&sid=16233957827611842_32&xp=13&px=33,RGF Professional Recruitment,https://www.naukri.com/rgf-professional-recruitment-india-jobs-careers-4582524,6-8 Yrs,Not disclosed,Bengaluru,Computer science|MS SQL|Data analysis|data science|Data modeling|Web development|Workflow|Stored procedures,
Analyst (Data Science),https://www.naukri.com/job-listings-analyst-data-science-bloom-consulting-services-bengaluru-bangalore-3-to-8-years-201218500271?src=jobsearchDesk&sid=16233957827611842_32&xp=14&px=33,Bloom Consulting Services,https://www.naukri.com/bloom-solutions-jobs-careers-681555,3-8 Yrs,Not disclosed,Bengaluru,github|Version control|data science|SQL database|Agile development|control testing|Consulting|Machine learning,
"Software Developer, Engineer- Pune, Bangalore, Noida & Ahmedabad",https://www.naukri.com/job-listings-software-developer-engineer-pune-bangalore-noida-ahmedabad-riddhi-corporate-services-limited-pune-ahmedabad-bangalore-bengaluru-3-to-8-years-190521006731?src=jobsearchDesk&sid=16233957827611842_32&xp=15&px=33,Riddhi Corporate Services Limited,https://www.naukri.com/riddhi-corporate-services-jobs-careers-3693920,3-8 Yrs,Not disclosed,"Pune, Ahmedabad, Bangalore",IT Skills|Python|Data Science|Automation Engineer|BPS|Web Developer|Data Science Analyst|Manual+ Mobile Automation + Appium,
Data Science Analyst,https://www.naukri.com/job-listings-data-science-analyst-cigna-ttk-health-insurance-company-limited-bangalore-bengaluru-3-to-5-years-110521500322?src=jobsearchDesk&sid=16233957827611842_32&xp=16&px=33,Cigna TTK,https://www.naukri.com/cigna-ttk-jobs-careers-1776338,3-5 Yrs,Not disclosed,Bangalore,SAS|IVR|Analytical|Healthcare|Predictive modeling|Adobe|Econometrics|Financial services,
Data Science Analyst -Forecasting,https://www.naukri.com/job-listings-data-science-analyst-forecasting-pattern-pune-3-to-6-years-240221500277?src=jobsearchDesk&sid=16233957827611842_32&xp=17&px=33,Pattern,https://www.naukri.com/pattern-jobs-careers-1115330,3-6 Yrs,Not disclosed,Pune,Computer science|Computer languages|data science|Infrastructure|Genetics|Oracle|Adobe|SQL,
Staff Big Data Engineer (Data Science/ML),https://www.naukri.com/job-listings-staff-big-data-engineer-data-science-ml-integral-ad-science-pune-2-to-5-years-091220500620?src=jobsearchDesk&sid=16233957827611842_32&xp=18&px=33,Integral Ad Science,https://www.naukri.com/integral-ad-science-jobs-careers-5652632,2-5 Yrs,Not disclosed,Pune,Vista|Data analysis|data science|Machine learning|Schema|Data structures|Apache|Analytics,30+ Days Ago
Content Manager / SME ï¿½ï¿½ï¿½ï¿½ï¿½,https://www.naukri.com/job-listings-content-manager-sme-advanced-it-edubridge-learning-pvt-ltd-mumbai-all-areas-2-to-7-years-240321007040?src=jobsearchDesk&sid=16233957827611842_32&xp=19&px=33,EduBridge Learning Pvt Ltd,https://www.naukri.com/edubridge-learning-jobs-careers-978372,2-7 Yrs,Not disclosed,Mumbai,IT content development|Data Analysis|Python|Java|C++|Artificial Intelligence|AI|technical content writer,
Python Developer,https://www.naukri.com/job-listings-python-developer-cyfuture-india-private-limited-noida-1-to-4-years-070621004744?src=jobsearchDesk&sid=16233957827611842_32&xp=20&px=33,CYFUTURE INDIA PRIVATE LIMITED,https://www.naukri.com/cyfuture-india-jobs-careers-51809,1-4 Yrs,"6,00,000 - 10,00,000 PA.",Noida(NSEZ),Data Science|Data Structures|Artificial Intelligence|Django|Database|Python developer|mysql|Machine Learning,3 Days Ago
Full time Academic Writer For Operations- Supply Chain Management,https://www.naukri.com/job-listings-full-time-academic-writer-for-operations-supply-chain-management-paperpedia-private-limited-noida-gurgaon-gurugram-delhi-ncr-0-to-2-years-070621000230?src=jobsearchDesk&sid=16233957827611842_33&xp=1&px=34,Paperpedia private limited,https://www.naukri.com/paperpedia-jobs-careers-1805240,0-2 Yrs,Not disclosed,"Noida(Sector-16 Noida), Gurgaon, Delhi / NCR",operations management|economic order qs model|demand forecasting|logistics management|academic research|transportation|logistic mapping|data science,4 Days Ago
Urgent Requirement For Data Scientist,https://www.naukri.com/job-listings-urgent-requirement-for-data-scientist-ispatial-techno-solutions-private-limited-uae-7-to-12-years-260521003259?src=jobsearchDesk&sid=16233957827611842_33&xp=2&px=34,Ispatial Techno Solutions Private Limited,https://www.naukri.com/ispatial-techno-solutions-jobs-careers-2150204,7-12 Yrs,Not disclosed,UAE,SQL|MS SQL Server|Graph|Scala|OLAP|Tableau|Hadoop|data mining,15 Days Ago
Python Programming Language Application Developer,https://www.naukri.com/job-listings-python-programming-language-application-developer-accenture-solutions-pvt-ltd-chennai-4-to-6-years-190521906359?src=jobsearchDesk&sid=16233957827611842_33&xp=3&px=34,Accenture Solutions Pvt Ltd,https://www.naukri.com/accenture-solutions-jobs-careers-27117,4-6 Yrs,Not disclosed,Chennai,Spark|Big Data Analysis|Big Data|Algorithms Data Science|Python Programming|communication|IT Skills|Python,22 Days Ago
"Data Analyst - SAS, Python - Hyderabad",https://www.naukri.com/job-listings-data-analyst-sas-python-hyderabad-optum-global-solutions-india-private-limited-hyderabad-secunderabad-4-to-9-years-190521901804?src=jobsearchDesk&sid=16233957827611842_33&xp=4&px=34,Optum Global Solutions (India) Private Limited,https://www.naukri.com/optum-global-solutions-india-jobs-careers-126573,4-9 Yrs,Not disclosed,Hyderabad,IT Skills|Python|Data Science|Tableau|Power BI|Airflow|NLP|Alteryx,23 Days Ago
Data Scientist - Noida,https://www.naukri.com/job-listings-data-scientist-noida-optum-global-solutions-india-private-limited-noida-3-to-5-years-120521901360?src=jobsearchDesk&sid=16233957827611842_33&xp=5&px=34,Optum Global Solutions (India) Private Limited,https://www.naukri.com/optum-global-solutions-india-jobs-careers-126573,3-5 Yrs,Not disclosed,Noida,Data Science|Data Analytics|Data Analysis|Data Scientist|Claims Operations,30 Days Ago
Data Scientist || Immediate resources || Mumbai,https://www.naukri.com/job-listings-data-scientist-immediate-resources-mumbai-acidaes-solutions-pvt-ltd-mumbai-all-areas-1-to-5-years-280521004084?src=jobsearchDesk&sid=16233957827611842_33&xp=6&px=34,Acidaes Solutions Pvt. Ltd.,https://www.naukri.com/acidaes-solutions-jobs-careers-22100,1-5 Yrs,"5,00,000 - 10,00,000 PA.",Mumbai,Machine Learning|Data Science|Python|Predictive Modeling|Requirement Gathering|Artificial Intelligence|Natural Language Processing|Cassandra,13 Days Ago
Full time Academic Writer For Operations- Supply Chain Management,https://www.naukri.com/job-listings-full-time-academic-writer-for-operations-supply-chain-management-paperpedia-private-limited-pune-0-to-2-years-020621000979?src=jobsearchDesk&sid=16233957827611842_33&xp=7&px=34,Paperpedia private limited,https://www.naukri.com/paperpedia-jobs-careers-1805240,0-2 Yrs,"4,00,000 - 6,00,000 PA.",Pune,operations management|economic order qs model|demand forecasting|logistics management|academic research|transportation|logistic mapping|data science,9 Days Ago
Chief Architect- Data Sciences,https://www.naukri.com/job-listings-chief-architect-data-sciences-trh-consultancy-services-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-9-to-14-years-280421902968?src=jobsearchDesk&sid=16233957827611842_33&xp=8&px=34,TRH Consultancy Services,https://www.naukri.com/premium-jobs-careers-852658,9-14 Yrs,Not disclosed,"Mumbai, Hyderabad, Pune, Chennai, Bangalore, Delhi / NCR",tensorflow|Model management lifecycle|R programming|NoSQL|Python|pytorch|docker|kubernetes,30+ Days Ago
Data Science Architect,https://www.naukri.com/job-listings-data-science-architect-trh-consultancy-services-mumbai-hyderabad-secunderabad-pune-chennai-bangalore-bengaluru-delhi-ncr-10-to-18-years-230421905659?src=jobsearchDesk&sid=16233957827611842_33&xp=9&px=34,TRH Consultancy Services,https://www.naukri.com/premium-jobs-careers-852658,10-18 Yrs,Not disclosed,"Mumbai, Hyderabad, Pune, Chennai, Bangalore, Delhi / NCR",IT Skills|Python|Data Science|Machine Learning|Big Data|AWS|Tableau|R,30+ Days Ago
Data Modeller- Data Science/ ML,https://www.naukri.com/job-listings-data-modeller-data-science-ml-trh-consultancy-services-mumbai-hyderabad-secunderabad-new-delhi-pune-chennai-bangalore-bengaluru-8-to-13-years-200421908271?src=jobsearchDesk&sid=16233957827611842_33&xp=10&px=34,TRH Consultancy Services,https://www.naukri.com/premium-jobs-careers-852658,8-13 Yrs,Not disclosed,"Mumbai, Hyderabad, New Delhi, Pune, Chennai, Bangalore",IT Skills|Java|Python|Data Science|Machine Learning|R|Algorithms|Data Structures,30+ Days Ago
Analytics Consultant Data Science,https://www.naukri.com/job-listings-analytics-consultant-data-science-placeminds-consulting-pvt-ltd-mumbai-pune-10-to-20-years-030521906964?src=jobsearchDesk&sid=16233957827611842_33&xp=11&px=34,PlaceMinds Consulting Pvt. Ltd,https://www.naukri.com/premium-jobs-careers-852658,10-20 Yrs,Not disclosed,"Mumbai, Pune",Specialism Analytics Consulting|SQL|Business Analysis|Business Consulting|Forecasting|Regression|R/Python,30+ Days Ago
Technical Project Manager - Data Science & Predictive Analytics,https://www.naukri.com/job-listings-technical-project-manager-data-science-predictive-analytics-v-employment-solutions-mumbai-15-to-18-years-210320901615?src=jobsearchDesk&sid=16233957827611842_33&xp=12&px=34,V Employment Solutions,https://www.naukri.com/premium-jobs-careers-852658,15-18 Yrs,Not disclosed,Mumbai,Keras|Scipy|PowerBi|Big Data|NoSQL|Numpy|PyTorch|Pandas,30+ Days Ago
Data Science Developer - Analytics/ Alteryx,https://www.naukri.com/job-listings-data-science-developer-analytics-alteryx-the-hiring-story-mumbai-3-to-7-years-201219906729?src=jobsearchDesk&sid=16233957827611842_33&xp=13&px=34,The Hiring Story,https://www.naukri.com/premium-jobs-careers-852658,3-7 Yrs,Not disclosed,Mumbai,IT Skills|Data Science|R|SQL database|Workflows|Macro|Data Management|Alteryx,30+ Days Ago
Data Science,https://www.naukri.com/job-listings-data-science-upgrade-hr-consulting-pvt-ltd-hyderabad-secunderabad-5-to-10-years-110521004643?src=jobsearchDesk&sid=16233957827611842_33&xp=14&px=34,Upgrade HR Consulting Pvt Ltd,https://www.naukri.com/upgrade-hr-consulting-jobs-careers-2142494,5-10 Yrs,Not disclosed,Hyderabad,Text mining|SQL|CNN|Python|Azure|ANN|RNN|Javascript,30 Days Ago
Data science with Python CSS exp. immediate joiners at Noida Co,https://www.naukri.com/job-listings-data-science-with-python-css-exp-immediate-joiners-at-noida-co-talent-corner-hr-services-pvt-ltd-noida-3-to-6-years-100521002226?src=jobsearchDesk&sid=16233957827611842_33&xp=15&px=34,Talent  Corner HR Services Pvt Ltd,https://www.naukri.com/talent-corner-hr-services-jobs-careers-79059,3-6 Yrs,"3,75,000 - 6,50,000 PA.",Noida,Communication|Debugging|CSS|Python|analytical|Data flow|IT Skills|Data SCIENCE,
Analytics Consultant - Senior Analytics Consultant ï¿½ï¿½ï¿½ï¿½ï¿½ï,https://www.naukri.com/job-listings-analytics-consultant-senior-analytics-consultant-data-science-quantzig-bangalore-bengaluru-2-to-4-years-220521500288?src=jobsearchDesk&sid=16233957827611842_33&xp=16&px=34,Quantzig,https://www.naukri.com/quantzig-jobs-careers-4907530,2-4 Yrs,Not disclosed,Bangalore,Supply chain|customer analytics|Analytical|Market intelligence|Consulting|Machine learning|Forecasting|Analytics,
